instance_name,rol_cost,rol_time,nn_cost,nn_time
bayg29.tsp,1842.1,0.061342716217041016,2049.6,0.0
bays29.tsp,2173.4,0.06277740001678467,2355.9,0.0
brazil58.tsp,27916.1,0.4654949426651001,30817.1,0.0
att48.tsp,37613.019510258164,0.2597557544708252,41218.19825827428,0.00010011196136474609
bier127.tsp,130344.91374675996,4.851740121841431,146296.94540446982,0.0002000570297241211
eil101.tsp,729.1558577403864,2.4020056247711183,818.0829370240415,0.0003000020980834961
kroA100.tsp,24654.57667738336,2.3179265022277833,27076.29374894915,0.0002009868621826172
kroD100.tsp,24959.4768897162,2.3050601482391357,27368.81792497731,0.00029904842376708983
pr76.tsp,128897.35014835667,1.0109506607055665,149969.06705915893,0.00019998550415039061
rat99.tsp,1353.5649499539686,2.2348899364471437,1468.7073144825195,0.0004000663757324219
tsp225.tsp,9233.443617672036,27.45286157131195,10101.01712837885,0.0006983041763305664
